run_id,scan_id,target,target_ip,server_type,source,rule_id,category,severity,status,check_status,title,description,recommendation,wstg_id,cwe_id,cvss,cves,evidence_observed,evidence_raw_path
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,nmap,G1,fingerprinting,medium,open,fail,Service Version Disclosure: Apache httpd 2.4.52,Nmap identified explicit version: Apache httpd 2.4.52 on port 80,Review and apply hardening via Ansible.,WSTG-CONF-02,CWE-200,5.3,,Apache httpd 2.4.52 (port 80),runs\run_20260425_174922_de985e\apache\raw\nmap.xml
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,nmap,CVE-Apache-2.4.52-Request-Smuggling,components,high,open,,Known vulnerable version detected: Apache httpd 2.4.52,Detected service version matches local CVE intelligence cache entries.,Review and apply hardening via Ansible.,WSTG-CONF-08,CWE-444,9.8,CVE-2023-25690,Apache httpd 2.4.52,runs\run_20260425_174922_de985e\apache\raw\nmap.xml
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,nmap,G3,methods,medium,open,fail,TRACE Method Detected via Nmap,Nmap http-methods script detected TRACE as a supported HTTP method. TRACE enables Cross-Site Tracing (XST) attacks and should be disabled.,Review and apply hardening via Ansible.,WSTG-CONF-01,CWE-693,5.9,,"Supported Methods: OPTIONS HEAD GET POST TRACE
  Potentially risky methods: TRACE",runs\run_20260425_174922_de985e\apache\raw\nmap.xml
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,nmap,G4-CERT,tls,high,open,,Self-Signed TLS Certificate Detected,The TLS certificate on port 443 is self-signed (subject and issuer both 'vm-apache'). Self-signed certificates are not trusted by browsers and indicate missing CA-signed deployment.,Review and apply hardening via Ansible.,WSTG-CRYP-01,CWE-295,7.5,,"Subject CN=vm-apache, Issuer CN=vm-apache",runs\run_20260425_174922_de985e\apache\raw\nmap.xml
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,testssl,G4-CIPHER,tls,low,open,,TLS Issue: cipherlist_OBSOLETED,TLS misconfiguration detected: cipherlist_OBSOLETED.,Review and apply hardening via Ansible.,WSTG-CRYP-01,CWE-327,5.9,,offered,runs\run_20260425_174922_de985e\apache\raw\testssl.json
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,testssl,G4-CAA,tls,low,open,,TLS Issue: DNS_CAArecord,"No DNS CAA record is configured. This does not expose data directly, but allows any CA to issue certificates for the domain unless restricted.",Review and apply hardening via Ansible.,WSTG-CRYP-01,CWE-295,3.7,,TestSSL performed check 'DNS_CAArecord' and returned vague value: '--',runs\run_20260425_174922_de985e\apache\raw\testssl.json
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,testssl,G4-HSTS,tls,low,open,,TLS Issue: HSTS,HTTP Strict Transport Security (HSTS) is either not configured or configured improperly.,Review and apply hardening via Ansible.,WSTG-CRYP-03,CWE-523,5.4,,not offered,runs\run_20260425_174922_de985e\apache\raw\testssl.json
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,testssl,G5,headers,medium,open,fail,TLS Issue: security_headers,TLS misconfiguration detected: security_headers.,Review and apply hardening via Ansible.,WSTG-CONF-05,CWE-693,5.4,,TestSSL performed check 'security_headers' and returned vague value: '--',runs\run_20260425_174922_de985e\apache\raw\testssl.json
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,testssl,G4-VULN,tls,medium,open,,TLS Issue: BREACH,The server is vulnerable to the BREACH attack; HTTP compression on HTTPS responses can leak secret tokens.,Review and apply hardening via Ansible.,WSTG-CRYP-01,CWE-310,7.4,,"potentially VULNERABLE, gzip HTTP compression detected  - only supplied '/' tested",runs\run_20260425_174922_de985e\apache\raw\testssl.json
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,gobuster,G9,files,high,open,fail,Sensitive File Restricted: /.htaccess,Sensitive path exists but is access-controlled. Verify that access controls cannot be bypassed.,Review and apply hardening via Ansible.,WSTG-CONF-06,CWE-538,7.5,,/.htaccess (status 403),runs\run_20260425_174922_de985e\apache\raw\gobuster.json
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,gobuster,M1,information,medium,open,,Status Page Exposed: /server-status,Server administrative status page is publicly accessible.,Review and apply hardening via Ansible.,WSTG-CONF-08,CWE-200,5.3,,/server-status (status 200),runs\run_20260425_174922_de985e\apache\raw\gobuster.json
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,agent,G2,files,medium,open,fail,Directory listing controls,/etc/apache2/apache2.conf:171:	Options Indexes FollowSymLinks,Review and apply hardening via Ansible.,WSTG-CONF-03,CWE-548,5.3,,/etc/apache2/apache2.conf:171:	Options Indexes FollowSymLinks,runs\run_20260425_174922_de985e\apache\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,agent,AP-A5-G8,config,medium,open,fail,Apache AllowOverride broad override,AllowOverride All found — .htaccess can override any directive,Review and apply hardening via Ansible.,WSTG-CONF-03,CWE-16,5.3,,AllowOverride All found — .htaccess can override any directive,runs\run_20260425_174922_de985e\apache\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,agent,AP-G6-LOGPATH,logging,high,open,fail,Apache logs in web root,Log writing to web root detected: /etc/apache2/sites-enabled/000-default.conf:21:	CustomLog /var/www/html/access_debug.log combined,Review and apply hardening via Ansible.,WSTG-CONF-07,CWE-532,7.1,,Log writing to web root detected: /etc/apache2/sites-enabled/000-default.conf:21:	CustomLog /var/www/html/access_debug.log combined,runs\run_20260425_174922_de985e\apache\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,apache,192.168.56.10,apache,agent,AG-PATCH-STATE,updates,low,open,,System packages pending update,Host has pending package updates. Apply OS updates and security patches.,Review and apply hardening via Ansible.,WSTG-CONF-08,CWE-1104,6.0,,"apparmor/jammy-updates 3.0.4-2ubuntu2.5 amd64 [upgradable from: 3.0.4-2ubuntu2.4]
bind9-dnsutils/jammy-updates,jammy-security 1:9.18.39-0ubuntu0.22.04.3 amd64 [upgradable from: 1:9.18.39-0ubuntu0.22.04.1]
bind9-host/jammy-updates,jammy-security 1:9.18.39-0ubuntu0.22.04.3 amd64 [upgradable from: 1:9.18.39-0ubuntu0.22.04.1]
bind9-libs/jammy-updates,jammy-security 1:9.18.39-0ubuntu0.22.04.3 amd64 [upgradable from: 1:9.18.39-0ubuntu0.22.04.1]
binutils-common/jammy-updates,jammy-security 2.38-4ubuntu2.12 amd64 [upgradable from: 2.38-4ubuntu2.8]
binutils-x86-64-linux-gnu/jammy-updates,jammy-security 2.38-4ubuntu2.12 amd64 [upgradable from: 2.38-4ubuntu2.8]
binutils/jammy-updates,jammy-security 2.38-4ubuntu2.12 amd64 [upgradable from: 2.38-4ubuntu2.8]
bsdextrautils/jammy-updates,jammy-security 2.37.2-4ubuntu3.5 amd64 [upgradable from: 2.37.2-4ubuntu3.4]",runs\run_20260425_174922_de985e\apache\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,nmap,G1,fingerprinting,medium,open,fail,Service Version Disclosure: nginx 1.18.0,Nmap identified explicit version: nginx 1.18.0 on port 80,Review and apply hardening via Ansible.,WSTG-CONF-02,CWE-200,5.0,,nginx 1.18.0 (port 80),runs\run_20260425_174922_de985e\nginx\raw\nmap.xml
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,nmap,CVE-Nginx-1.18.0-Resolver-OOB,components,high,open,,Known vulnerable version detected: nginx 1.18.0,Detected service version matches local CVE intelligence cache entries.,Review and apply hardening via Ansible.,WSTG-CONF-08,CWE-193,7.7,CVE-2021-23017,nginx 1.18.0,runs\run_20260425_174922_de985e\nginx\raw\nmap.xml
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,nmap,G4-CERT,tls,high,open,,Self-Signed TLS Certificate Detected,The TLS certificate on port 443 is self-signed (subject and issuer both 'vm-nginx'). Self-signed certificates are not trusted by browsers and indicate missing CA-signed deployment.,Review and apply hardening via Ansible.,WSTG-CRYP-01,CWE-295,7.5,,"Subject CN=vm-nginx, Issuer CN=vm-nginx",runs\run_20260425_174922_de985e\nginx\raw\nmap.xml
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,testssl,G4-CIPHER,tls,low,open,,TLS Issue: cipherlist_OBSOLETED,TLS misconfiguration detected: cipherlist_OBSOLETED.,Review and apply hardening via Ansible.,WSTG-CRYP-01,CWE-327,5.9,,offered,runs\run_20260425_174922_de985e\nginx\raw\testssl.json
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,testssl,G4-CAA,tls,low,open,,TLS Issue: DNS_CAArecord,"No DNS CAA record is configured. This does not expose data directly, but allows any CA to issue certificates for the domain unless restricted.",Review and apply hardening via Ansible.,WSTG-CRYP-01,CWE-295,3.7,,TestSSL performed check 'DNS_CAArecord' and returned vague value: '--',runs\run_20260425_174922_de985e\nginx\raw\testssl.json
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,testssl,G4-HSTS,tls,low,open,,TLS Issue: HSTS,HTTP Strict Transport Security (HSTS) is either not configured or configured improperly.,Review and apply hardening via Ansible.,WSTG-CRYP-03,CWE-523,5.4,,not offered,runs\run_20260425_174922_de985e\nginx\raw\testssl.json
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,testssl,G4-VULN,tls,medium,open,,TLS Issue: BREACH,The server is vulnerable to the BREACH attack; HTTP compression on HTTPS responses can leak secret tokens.,Review and apply hardening via Ansible.,WSTG-CRYP-01,CWE-310,7.4,,"potentially VULNERABLE, gzip HTTP compression detected  - only supplied '/' tested",runs\run_20260425_174922_de985e\nginx\raw\testssl.json
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,gobuster,G9,files,high,open,,Sensitive File Exposed: /backup_2025.sql,Sensitive path appears reachable over HTTP and may expose secrets or internal data.,Review and apply hardening via Ansible.,WSTG-CONF-06,CWE-538,7.5,,/backup_2025.sql (status 200),runs\run_20260425_174922_de985e\nginx\raw\gobuster.json
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,gobuster,M1,information,medium,open,,Status Page Exposed: /nginx_status,Server administrative status page is publicly accessible.,Review and apply hardening via Ansible.,WSTG-CONF-08,CWE-200,5.3,,/nginx_status (status 200),runs\run_20260425_174922_de985e\nginx\raw\gobuster.json
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,agent,G2,files,medium,open,fail,Directory listing controls,autoindex on;,Review and apply hardening via Ansible.,WSTG-CONF-03,CWE-548,5.3,,autoindex on;,runs\run_20260425_174922_de985e\nginx\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,agent,NG-N2-G2,files,medium,open,fail,Nginx autoindex enabled,autoindex directives inspected in nginx configuration,Review and apply hardening via Ansible.,WSTG-CONF-03,CWE-548,5.3,,autoindex directives inspected in nginx configuration,runs\run_20260425_174922_de985e\nginx\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,agent,NG-N5-G3,methods,medium,open,fail,Nginx methods and request limits,No effective method restriction found; No client_max_body_size directive found,Review and apply hardening via Ansible.,WSTG-CONF-01,CWE-16,5.9,,No effective method restriction found; No client_max_body_size directive found,runs\run_20260425_174922_de985e\nginx\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,agent,NG-G6-COOKIELOG,logging,high,open,fail,Nginx log includes cookies,log_format directives inspected for cookie variable usage,Review and apply hardening via Ansible.,WSTG-CONF-07,CWE-532,7.1,,log_format directives inspected for cookie variable usage,runs\run_20260425_174922_de985e\nginx\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,nginx,192.168.56.11,nginx,agent,AG-PATCH-STATE,updates,low,open,,System packages pending update,Host has pending package updates. Apply OS updates and security patches.,Review and apply hardening via Ansible.,WSTG-CONF-08,CWE-1104,6.0,,"apparmor/jammy-updates 3.0.4-2ubuntu2.5 amd64 [upgradable from: 3.0.4-2ubuntu2.4]
bind9-dnsutils/jammy-updates,jammy-security 1:9.18.39-0ubuntu0.22.04.3 amd64 [upgradable from: 1:9.18.39-0ubuntu0.22.04.1]
bind9-host/jammy-updates,jammy-security 1:9.18.39-0ubuntu0.22.04.3 amd64 [upgradable from: 1:9.18.39-0ubuntu0.22.04.1]
bind9-libs/jammy-updates,jammy-security 1:9.18.39-0ubuntu0.22.04.3 amd64 [upgradable from: 1:9.18.39-0ubuntu0.22.04.1]
binutils-common/jammy-updates,jammy-security 2.38-4ubuntu2.12 amd64 [upgradable from: 2.38-4ubuntu2.8]
binutils-x86-64-linux-gnu/jammy-updates,jammy-security 2.38-4ubuntu2.12 amd64 [upgradable from: 2.38-4ubuntu2.8]
binutils/jammy-updates,jammy-security 2.38-4ubuntu2.12 amd64 [upgradable from: 2.38-4ubuntu2.8]
bsdextrautils/jammy-updates,jammy-security 2.37.2-4ubuntu3.5 amd64 [upgradable from: 2.37.2-4ubuntu3.4]",runs\run_20260425_174922_de985e\nginx\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,ols,192.168.56.12,ols,nmap,OLS-O1-ADMIN,admin_surface,medium,open,fail,OpenLiteSpeed WebAdmin port exposed,"Port 7080 is externally reachable, indicating potential WebAdmin exposure.",Review and apply hardening via Ansible.,WSTG-CONF-08,CWE-284,6.5,,Port 7080 open,runs\run_20260425_174922_de985e\ols\raw\nmap.xml
run_20260425_174922_de985e,run_20260425_174922_de985e,ols,192.168.56.12,ols,gobuster,G9,files,high,open,fail,Sensitive File Restricted: /.htaccess,Sensitive path exists but is access-controlled. Verify that access controls cannot be bypassed.,Review and apply hardening via Ansible.,WSTG-CONF-06,CWE-538,7.5,,/.htaccess (status 403),runs\run_20260425_174922_de985e\ols\raw\gobuster.json
run_20260425_174922_de985e,run_20260425_174922_de985e,ols,192.168.56.12,ols,agent,AG-TLS-KEY-PERMS,tls,low,open,unknown,TLS private key permissions,"[{""path"": ""$SERVER_ROOT/admin/conf/webadmin.key"", ""state"": {""exists"": false, ""owner"": ""unknown"", ""group"": ""unknown"", ""mode"": ""unknown"", ""permission_denied"": false}}]",Review and apply hardening via Ansible.,WSTG-CONF-04,CWE-732,7.5,,"[{""path"": ""$SERVER_ROOT/admin/conf/webadmin.key"", ""state"": {""exists"": false, ""owner"": ""unknown"", ""group"": ""unknown"", ""mode"": ""unknown"", ""permission_denied"": false}}]",runs\run_20260425_174922_de985e\ols\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,ols,192.168.56.12,ols,agent,G2,files,medium,open,fail,Directory listing controls,"autoIndex 1
autoindex 1",Review and apply hardening via Ansible.,WSTG-CONF-03,CWE-548,5.3,,"autoIndex 1
autoindex 1",runs\run_20260425_174922_de985e\ols\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,ols,192.168.56.12,ols,agent,G5,headers,medium,open,fail,Security headers configuration presence,"Detected headers in config: none
Detected headers in live response (http://127.0.0.1/ status 200): none",Review and apply hardening via Ansible.,WSTG-CONF-05,CWE-693,5.4,,"Detected headers in config: none
Detected headers in live response (http://127.0.0.1/ status 200): none",runs\run_20260425_174922_de985e\ols\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,ols,192.168.56.12,ols,agent,OLS-O4-G2,files,medium,open,fail,OpenLiteSpeed example vhost or directory listing,allowBrowse 1 or autoIndex 1 detected in OLS vhost config,Review and apply hardening via Ansible.,WSTG-CONF-03,CWE-548,5.3,,allowBrowse 1 or autoIndex 1 detected in OLS vhost config,runs\run_20260425_174922_de985e\ols\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,ols,192.168.56.12,ols,agent,OLS-HTTP-ONLY,tls,medium,open,fail,OpenLiteSpeed lacks HTTPS listener,No HTTPS listener found in config or live sockets,Review and apply hardening via Ansible.,WSTG-CONF-04,CWE-319,5.8,,No HTTPS listener found in config or live sockets,runs\run_20260425_174922_de985e\ols\agent.json
run_20260425_174922_de985e,run_20260425_174922_de985e,ols,192.168.56.12,ols,agent,AG-PATCH-STATE,updates,low,open,,System packages pending update,Host has pending package updates. Apply OS updates and security patches.,Review and apply hardening via Ansible.,WSTG-CONF-08,CWE-1104,6.0,,"apparmor/jammy-updates 3.0.4-2ubuntu2.5 amd64 [upgradable from: 3.0.4-2ubuntu2.4]
bind9-dnsutils/jammy-updates,jammy-security 1:9.18.39-0ubuntu0.22.04.3 amd64 [upgradable from: 1:9.18.39-0ubuntu0.22.04.1]
bind9-host/jammy-updates,jammy-security 1:9.18.39-0ubuntu0.22.04.3 amd64 [upgradable from: 1:9.18.39-0ubuntu0.22.04.1]
bind9-libs/jammy-updates,jammy-security 1:9.18.39-0ubuntu0.22.04.3 amd64 [upgradable from: 1:9.18.39-0ubuntu0.22.04.1]
binutils-common/jammy-updates,jammy-security 2.38-4ubuntu2.12 amd64 [upgradable from: 2.38-4ubuntu2.8]
binutils-x86-64-linux-gnu/jammy-updates,jammy-security 2.38-4ubuntu2.12 amd64 [upgradable from: 2.38-4ubuntu2.8]
binutils/jammy-updates,jammy-security 2.38-4ubuntu2.12 amd64 [upgradable from: 2.38-4ubuntu2.8]
bsdextrautils/jammy-updates,jammy-security 2.37.2-4ubuntu3.5 amd64 [upgradable from: 2.37.2-4ubuntu3.4]",runs\run_20260425_174922_de985e\ols\agent.json
